claim_id,section,metric,value,unit,n,CI_low,CI_high,p,p_adjusted,effect_size,model,condition,run_id,source_file,source_sha256
L-027,LANGFAIR,rouge_l,0.7042764735871759,mean,120,0.6655663561812533,0.7433626899862702,,,,gemma-4-31b-it,A_BASE,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-028,LANGFAIR (VADER: DESCRIPTIVE_ONLY_SPANISH_LIMITATION),sentiment_bias,0.008883333333333332,mean,120,0.005149791666666666,0.013083541666666665,,,,gemma-4-31b-it,A_BASE,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-029,LANGFAIR,bleu,0.5485440054175608,mean,120,0.49805245942772436,0.5995464959564605,,,,gemma-4-31b-it,B_FAIRNESS,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-030,LANGFAIR,cosine_similarity,0.8645521481831868,mean,120,0.8439310048148037,0.884997989796102,,,,gemma-4-31b-it,B_FAIRNESS,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-031,LANGFAIR,rouge_l,0.7023952597549382,mean,120,0.6624088817331252,0.7425900391847641,,,,gemma-4-31b-it,B_FAIRNESS,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-032,LANGFAIR (VADER: DESCRIPTIVE_ONLY_SPANISH_LIMITATION),sentiment_bias,0.014108333333333334,mean,120,0.009041458333333334,0.01947562499999999,,,,gemma-4-31b-it,B_FAIRNESS,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-033,LANGFAIR,bleu,0.37119648744295297,mean,120,0.3380439723809537,0.4059436453262051,,,,gpt-5.4-2026-03-05,A_BASE,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-034,LANGFAIR,cosine_similarity,0.8419887870550156,mean,120,0.8284288927788536,0.8555978240941962,,,,gpt-5.4-2026-03-05,A_BASE,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-035,LANGFAIR,rouge_l,0.5767684762809109,mean,120,0.5484674299967345,0.6063580967715881,,,,gpt-5.4-2026-03-05,A_BASE,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-036,LANGFAIR (VADER: DESCRIPTIVE_ONLY_SPANISH_LIMITATION),sentiment_bias,0.01885833333333333,mean,120,0.014008125000000001,0.024083541666666666,,,,gpt-5.4-2026-03-05,A_BASE,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-037,LANGFAIR,bleu,0.3751938684090301,mean,120,0.34780663456739846,0.4042553418555512,,,,gpt-5.4-2026-03-05,B_FAIRNESS,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-038,LANGFAIR,cosine_similarity,0.842429551978906,mean,120,0.828616092329224,0.8566767611478766,,,,gpt-5.4-2026-03-05,B_FAIRNESS,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-039,LANGFAIR,rouge_l,0.5657085472448432,mean,120,0.538724204108923,0.594552221306495,,,,gpt-5.4-2026-03-05,B_FAIRNESS,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-040,LANGFAIR (VADER: DESCRIPTIVE_ONLY_SPANISH_LIMITATION),sentiment_bias,0.019858333333333332,mean,120,0.015432916666666668,0.024450208333333334,,,,gpt-5.4-2026-03-05,B_FAIRNESS,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-041,LANGFAIR,bleu,0.2609815373058561,mean,40,0.21222096845972746,0.31139449044949336,,,,deepseek-v4-pro,C_MASKED_CONTROL,ROBUSTNESS_V4_DEEPSEEK,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-042,LANGFAIR,cosine_similarity,0.774079866707325,mean,40,0.7429248234257102,0.8035570004582404,,,,deepseek-v4-pro,C_MASKED_CONTROL,ROBUSTNESS_V4_DEEPSEEK,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-043,LANGFAIR,rouge_l,0.4816906279154921,mean,40,0.43571118674792647,0.5292128804463478,,,,deepseek-v4-pro,C_MASKED_CONTROL,ROBUSTNESS_V4_DEEPSEEK,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-044,LANGFAIR,bleu,0.4314983371208319,mean,40,0.3683423978823949,0.4989490985999198,,,,gemini-3.7-flash,C_MASKED_CONTROL,FINAL_V4_GEMINI37,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-045,LANGFAIR,cosine_similarity,0.8350972384214401,mean,40,0.8134781796485185,0.8573069914802909,,,,gemini-3.7-flash,C_MASKED_CONTROL,FINAL_V4_GEMINI37,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-046,LANGFAIR,rouge_l,0.6288029425282909,mean,40,0.579913698404305,0.6806393509012965,,,,gemini-3.7-flash,C_MASKED_CONTROL,FINAL_V4_GEMINI37,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-047,LANGFAIR,bleu,0.669554588222923,mean,40,0.5945760075257588,0.7449088448706511,,,,gemma-3n-e4b-it-text,C_MASKED_CONTROL,FINAL_V4_GEMMA3N_LOCAL,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-048,LANGFAIR,cosine_similarity,0.9042904689908028,mean,40,0.8777491967752575,0.9297838716581464,,,,gemma-3n-e4b-it-text,C_MASKED_CONTROL,FINAL_V4_GEMMA3N_LOCAL,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-049,LANGFAIR,rouge_l,0.7426055096954552,mean,40,0.67822644607445,0.8050971118664761,,,,gemma-3n-e4b-it-text,C_MASKED_CONTROL,FINAL_V4_GEMMA3N_LOCAL,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-050,LANGFAIR,bleu,1.0,mean,40,1.0,1.0,,,,gemma-4-31b-it,C_MASKED_CONTROL,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-051,LANGFAIR,cosine_similarity,1.000000035762787,mean,40,1.0000000178813935,1.0000000536441802,,,,gemma-4-31b-it,C_MASKED_CONTROL,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-052,LANGFAIR,rouge_l,1.0,mean,40,1.0,1.0,,,,gemma-4-31b-it,C_MASKED_CONTROL,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-053,LANGFAIR,bleu,0.38900490226966855,mean,40,0.33379792099143185,0.4454550839193449,,,,gpt-5.4-2026-03-05,C_MASKED_CONTROL,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-054,LANGFAIR,cosine_similarity,0.8375052616000176,mean,40,0.8151509059965611,0.8599600213766098,,,,gpt-5.4-2026-03-05,C_MASKED_CONTROL,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
L-055,LANGFAIR,rouge_l,0.5627101641330687,mean,40,0.5191014212861584,0.6057252971308457,,,,gpt-5.4-2026-03-05,C_MASKED_CONTROL,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_LANGFAIR_RESULTS.csv,f82c8aefb78d39da21d660ec115ac855ed6c85f0321c71d337cb89f029fc922a
S-001,ESTADISTICA,PRIMARY_JUDGE|severity,0.08333333333333333,delta por escenario,40,0.008333333333333335,0.16666666666666666,0.06309369063093691,0.694030596940306,0.6538461538461539,gemini-3.7-flash,A_BASE,FINAL_V4_GEMINI37,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-002,ESTADISTICA,PRIMARY_JUDGE|empathy,0.01666666666666667,delta por escenario,40,-0.075,0.10833333333333332,0.6924307569243076,1.0,0.08658008658008658,gemini-3.7-flash,A_BASE,FINAL_V4_GEMINI37,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-003,ESTADISTICA,PRIMARY_JUDGE|severity,0.0,delta por escenario,40,-0.08333333333333333,0.08333333333333333,1.0,1.0,0.0,gemini-3.7-flash,B_FAIRNESS,FINAL_V4_GEMINI37,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-004,ESTADISTICA,PRIMARY_JUDGE|empathy,-0.03333333333333333,delta por escenario,40,-0.10833333333333332,0.041666666666666664,0.48775122487751227,1.0,-0.2878787878787879,gemini-3.7-flash,B_FAIRNESS,FINAL_V4_GEMINI37,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-005,ESTADISTICA,PRIMARY_JUDGE|severity,0.075,delta por escenario,40,0.016666666666666666,0.13333333333333333,0.0170982901709829,0.20517948205179481,0.8222222222222222,gemma-4-31b-it,A_BASE,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-006,ESTADISTICA,PRIMARY_JUDGE|empathy,0.025,delta por escenario,40,-0.04166666666666667,0.09999999999999999,0.6009399060093991,1.0,0.23636363636363636,gemma-4-31b-it,A_BASE,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-007,ESTADISTICA,PRIMARY_JUDGE|severity,-0.06666666666666667,delta por escenario,40,-0.14166666666666666,0.008333333333333331,0.142985701429857,1.0,-0.5384615384615384,gemma-4-31b-it,B_FAIRNESS,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-008,ESTADISTICA,PRIMARY_JUDGE|empathy,0.008333333333333337,delta por escenario,40,-0.08333333333333333,0.09166666666666667,0.7715228477152285,1.0,0.08974358974358974,gemma-4-31b-it,B_FAIRNESS,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-009,ESTADISTICA,PRIMARY_JUDGE|severity,-0.08333333333333334,delta por escenario,40,-0.175,0.00020833333333030693,0.0664933506649335,0.694030596940306,-0.4327485380116959,gemma-3n-e4b-it-text,A_BASE,FINAL_V4_GEMMA3N_LOCAL,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-010,ESTADISTICA,PRIMARY_JUDGE|empathy,0.075,delta por escenario,40,-0.04166666666666665,0.19166666666666665,0.25747425257474255,1.0,0.2536231884057971,gemma-3n-e4b-it-text,A_BASE,FINAL_V4_GEMMA3N_LOCAL,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-011,ESTADISTICA,PRIMARY_JUDGE|severity,0.075,delta por escenario,40,-0.01666666666666667,0.16666666666666666,0.17078292170782922,1.0,0.37142857142857144,gemma-3n-e4b-it-text,B_FAIRNESS,FINAL_V4_GEMMA3N_LOCAL,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-012,ESTADISTICA,PRIMARY_JUDGE|empathy,-0.05833333333333333,delta por escenario,40,-0.19999999999999998,0.08333333333333333,0.49005099490050996,1.0,-0.15384615384615385,gemma-3n-e4b-it-text,B_FAIRNESS,FINAL_V4_GEMMA3N_LOCAL,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-013,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|severity,0.1,delta por escenario,40,0.0125,0.2,0.07589241075892411,0.9107089291070893,0.6727272727272727,gemini-3.7-flash,A_BASE,FINAL_V4_GEMINI37,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-014,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|empathy,0.0375,delta por escenario,40,-0.0625,0.15,0.6511348865113489,1.0,0.2087912087912088,gemini-3.7-flash,A_BASE,FINAL_V4_GEMINI37,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-015,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|severity,0.0125,delta por escenario,40,-0.0875,0.1125,1.0,1.0,0.07575757575757576,gemini-3.7-flash,B_FAIRNESS,FINAL_V4_GEMINI37,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-016,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|empathy,0.0125,delta por escenario,40,-0.0875,0.1,1.0,1.0,0.08888888888888889,gemini-3.7-flash,B_FAIRNESS,FINAL_V4_GEMINI37,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-017,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|severity,0.0375,delta por escenario,40,-0.0375,0.125,0.5658434156584341,1.0,0.3333333333333333,gemma-4-31b-it,A_BASE,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-018,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|empathy,0.0375,delta por escenario,40,-0.0375,0.125,0.5675432456754325,1.0,0.3333333333333333,gemma-4-31b-it,A_BASE,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-019,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|severity,-0.075,delta por escenario,40,-0.1875,0.025,0.26617338266173385,1.0,-0.45454545454545453,gemma-4-31b-it,B_FAIRNESS,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-020,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|empathy,0.0375,delta por escenario,40,-0.0625,0.1375,0.636936306369363,1.0,0.22727272727272727,gemma-4-31b-it,B_FAIRNESS,FINAL_V4_GEMMA4,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-021,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|severity,-0.125,delta por escenario,40,-0.25,-0.0125,0.07939206079392061,0.9107089291070893,-0.5098039215686274,gemma-3n-e4b-it-text,A_BASE,FINAL_V4_GEMMA3N_LOCAL,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-022,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|empathy,0.075,delta por escenario,40,-0.05,0.2,0.34836516348365165,1.0,0.33088235294117646,gemma-3n-e4b-it-text,A_BASE,FINAL_V4_GEMMA3N_LOCAL,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-023,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|severity,0.05,delta por escenario,40,-0.075,0.175,0.5572442755724427,1.0,0.20261437908496732,gemma-3n-e4b-it-text,B_FAIRNESS,FINAL_V4_GEMMA3N_LOCAL,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-024,ESTADISTICA,PRIMARY_JUDGE_SENSITIVITY_WITHOUT_P002|empathy,-0.05,delta por escenario,40,-0.1875,0.1,0.6244375562443756,1.0,-0.15204678362573099,gemma-3n-e4b-it-text,B_FAIRNESS,FINAL_V4_GEMMA3N_LOCAL,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-025,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE|severity,0.025,delta por escenario,40,-0.04166666666666667,0.09166666666666666,0.5517448255174483,1.0,0.2,gpt-5.4-2026-03-05,A_BASE,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-026,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE|empathy,-0.05,delta por escenario,40,-0.14166666666666666,0.04999999999999999,0.32156784321567844,1.0,-0.24736842105263157,gpt-5.4-2026-03-05,A_BASE,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-027,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE|severity,0.0,delta por escenario,40,-0.049999999999999996,0.04166666666666667,1.0,1.0,0.0,gpt-5.4-2026-03-05,B_FAIRNESS,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-028,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE|empathy,-0.058333333333333334,delta por escenario,40,-0.15,0.025,0.195980401959804,1.0,-0.3142857142857143,gpt-5.4-2026-03-05,B_FAIRNESS,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-029,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE|severity,-0.008333333333333333,delta por escenario,40,-0.08333333333333334,0.06666666666666668,0.873012698730127,1.0,-0.06060606060606061,deepseek-v4-pro,A_BASE,ROBUSTNESS_V4_DEEPSEEK,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-030,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE|empathy,-0.03333333333333333,delta por escenario,40,-0.125,0.06666666666666667,0.5795420457954205,1.0,-0.1383399209486166,deepseek-v4-pro,A_BASE,ROBUSTNESS_V4_DEEPSEEK,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-031,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE|severity,-0.041666666666666664,delta por escenario,40,-0.13333333333333333,0.03333333333333333,0.46095390460953906,1.0,-0.28888888888888886,deepseek-v4-pro,B_FAIRNESS,ROBUSTNESS_V4_DEEPSEEK,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-032,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE|empathy,0.01666666666666667,delta por escenario,40,-0.09166666666666666,0.11666666666666665,0.7410258974102589,1.0,0.10952380952380952,deepseek-v4-pro,B_FAIRNESS,ROBUSTNESS_V4_DEEPSEEK,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-033,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE_SENSITIVITY_WITHOUT_P002|severity,0.0,delta por escenario,40,-0.0875,0.0875,1.0,1.0,0.0,gpt-5.4-2026-03-05,A_BASE,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-034,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE_SENSITIVITY_WITHOUT_P002|empathy,-0.05,delta por escenario,40,-0.175,0.0625,0.5516448355164484,1.0,-0.225,gpt-5.4-2026-03-05,A_BASE,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-035,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE_SENSITIVITY_WITHOUT_P002|severity,0.0625,delta por escenario,40,0.0,0.125,0.12568743125687432,1.0,0.7142857142857143,gpt-5.4-2026-03-05,B_FAIRNESS,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-036,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE_SENSITIVITY_WITHOUT_P002|empathy,-0.075,delta por escenario,40,-0.2,0.0375,0.31696830316968305,1.0,-0.30409356725146197,gpt-5.4-2026-03-05,B_FAIRNESS,ROBUSTNESS_V4_GPT54,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
S-037,ESTADISTICA,SECONDARY_ROBUSTNESS_JUDGE_SENSITIVITY_WITHOUT_P002|severity,-0.0625,delta por escenario,40,-0.175,0.0375,0.37096290370962903,1.0,-0.41818181818181815,deepseek-v4-pro,A_BASE,ROBUSTNESS_V4_DEEPSEEK,publication-repository/results/FINAL_CONFIRMATORY_V4_20260906/V4_STATISTICAL_RESULTS.csv,f1a182ca2b5c3428919bdae693cfa0a03d5449f8d072c411eef716758a5abc82
